title,trailer_url
"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",https://www.youtube.com/watch?v=VR2uBTMBKVg
Candyman (1992),https://www.youtube.com/watch?v=AFjb447gMIM
Cape Fear (1991),https://www.youtube.com/watch?v=mPsOIhZJug4
Cape Fear (1962),https://www.youtube.com/watch?v=lej6ZDMieD4
Carrie (1976),https://www.youtube.com/watch?v=j9Mg-GRS46Y
Cat People (1982),https://www.youtube.com/watch?v=V445Wb4m-ho
"Nightmare on Elm Street, A (1984)",https://www.youtube.com/watch?v=dCVh4lBfW-c
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",https://www.youtube.com/watch?v=ZxlJxDr26mM
"Omen, The (1976)",https://www.youtube.com/watch?v=sS-sXcx30O4
"Mirror Has Two Faces, The (1996)",https://www.youtube.com/watch?v=zs44hDbDiI0
Breaking the Waves (1996),https://www.youtube.com/watch?v=dPmWixRLFPQ
Star Trek: First Contact (1996),https://www.youtube.com/watch?v=B3NJ49VyjDs
Shine (1996),https://www.youtube.com/watch?v=kclzEoMMPyg
Sling Blade (1996),https://www.youtube.com/watch?v=-RLVfo4SZfg
Jingle All the Way (1996),https://www.youtube.com/watch?v=jhJYMEzQA-Q
Paradise Lost: The Child Murders at Robin Hood Hills (1996),https://www.youtube.com/watch?v=_QkUJtt61ps
"Preacher's Wife, The (1996)",https://www.youtube.com/watch?v=TYcvQTNG_7E
"Crucible, The (1996)",https://www.youtube.com/watch?v=4OBffF0s3Hc
101 Dalmatians (1996),https://www.youtube.com/watch?v=VApVpvcGW1A
Die Hard 2 (1990),https://www.youtube.com/watch?v=CvHp7xJZ4_U
Star Trek: The Motion Picture (1979),https://www.youtube.com/watch?v=wbvxV2OJQKk
Star Trek VI: The Undiscovered Country (1991),https://www.youtube.com/watch?v=RYA2q2Sm_Jo
Star Trek V: The Final Frontier (1989),https://www.youtube.com/watch?v=7S5TDrAWBd8
Star Trek II: The Wrath of Khan (1982),https://www.youtube.com/watch?v=x8X44NRltMM
Star Trek III: The Search for Spock (1984),https://www.youtube.com/watch?v=aCgWzlxnqhc
Star Trek IV: The Voyage Home (1986),https://www.youtube.com/watch?v=QOhoIBkOYf0
Batman Returns (1992),https://www.youtube.com/watch?v=repBHGIny0c
Young Guns (1988),https://www.youtube.com/watch?v=2OAF9_lUryk
Young Guns II (1990),https://www.youtube.com/watch?v=kn8omp12ns8
Grease (1978),https://www.youtube.com/watch?v=qDKo8DNpwOw
Grease 2 (1982),https://www.youtube.com/watch?v=WQTUEj-TqLo
Under Siege (1992),https://www.youtube.com/watch?v=Rl8pTF4f3Jg
Jaws (1975),https://www.youtube.com/watch?v=U1fu_sA7XhE
Jaws 2 (1978),https://www.youtube.com/watch?v=Wpr-X20Rrwo
Jaws 3-D (1983),https://www.youtube.com/watch?v=2YHjoICvTww
My Fellow Americans (1996),https://www.youtube.com/watch?v=_57GKDXmXKk
Mars Attacks! (1996),https://www.youtube.com/watch?v=DqtjHWlM4lQ
Citizen Ruth (1996),https://www.youtube.com/watch?v=oIb4KbnMQ38
Jerry Maguire (1996),https://www.youtube.com/watch?v=KUd3gwaf0KQ
Raising Arizona (1987),https://www.youtube.com/watch?v=OjWu8i6eMZo
Tin Men (1987),https://www.youtube.com/watch?v=ajetxCpdwbY
Sneakers (1992),https://www.youtube.com/watch?v=G_XRqJV2zdk
Marvin's Room (1996),https://www.youtube.com/watch?v=YbNp99EnCjI
Ghosts of Mississippi (1996),https://www.youtube.com/watch?v=nm8plXv5Yck
Beavis and Butt-Head Do America (1996),https://www.youtube.com/watch?v=RzYWKWtRmzQ
Scream (1996),https://www.youtube.com/watch?v=i3J6ACKQ7K0
"Last of the Mohicans, The (1992)",https://www.youtube.com/watch?v=yaQeVnN6pUc
Michael (1996),https://www.youtube.com/watch?v=Tw1jwFTDrSU
Hamlet (1996),https://www.youtube.com/watch?v=TUN3_yAOUNo
Mother (1996),https://www.youtube.com/watch?v=paGp0_HSah4
Evita (1996),https://www.youtube.com/watch?v=DoFvMW9yfi8
Murder at 1600 (1997),https://www.youtube.com/watch?v=GpnoKlV41dU
Fierce Creatures (1997),https://www.youtube.com/watch?v=ZDIJiAPhfEc
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),https://www.youtube.com/watch?v=8DqtXHuS-rw
Beverly Hills Ninja (1997),https://www.youtube.com/watch?v=XSwpv54VgK8
Dante's Peak (1997),https://www.youtube.com/watch?v=O8HNlhVbGzY
Benny & Joon (1993),https://www.youtube.com/watch?v=oPjBb1qeiK4
Kolya (Kolja) (1996),https://www.youtube.com/watch?v=TJ7XTi9S_Ag
Waiting for Guffman (1996),https://www.youtube.com/watch?v=s0Ml4u3hLlY
"Beautician and the Beast, The (1997)",https://www.youtube.com/watch?v=mI6p6BHQHL4
Fools Rush In (1997),https://www.youtube.com/watch?v=hLKa24D1KUk
Absolute Power (1997),https://www.youtube.com/watch?v=_Q6KGpmhAn4
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),https://www.youtube.com/watch?v=U5jQU0gsuaE
Lost Highway (1997),https://www.youtube.com/watch?v=1nKjO9QCSic
Donnie Brasco (1997),https://www.youtube.com/watch?v=omIiE9KKj2o
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),
Private Parts (1997),https://www.youtube.com/watch?v=5nasuYdPAuw
"Saint, The (1997)",https://www.youtube.com/watch?v=qkscr4gDcP8
Smilla's Sense of Snow (1997),https://www.youtube.com/watch?v=sr7svnup0Dk
Crash (1996),https://www.youtube.com/watch?v=UN9lpOEqg04
Liar Liar (1997),https://www.youtube.com/watch?v=C1no75lpOiw
Selena (1997),https://www.youtube.com/watch?v=EVMSuZXEz4s
"Devil's Own, The (1997)",https://www.youtube.com/watch?v=M8Ke-xzfzQ8
Anaconda (1997),https://www.youtube.com/watch?v=ZkjWyIdIBJo
Grosse Pointe Blank (1997),https://www.youtube.com/watch?v=-Uyx6HhfDOc
Romy and Michele's High School Reunion (1997),https://www.youtube.com/watch?v=iYPnUrREbRg
Volcano (1997),https://www.youtube.com/watch?v=M320q7FEjQY
Austin Powers: International Man of Mystery (1997),https://www.youtube.com/watch?v=5vsANcS4Ml8
Breakdown (1997),https://www.youtube.com/watch?v=zZd2mlXFJWQ
"Fifth Element, The (1997)",https://www.youtube.com/watch?v=fQ9RqgcR24g
Shall We Dance? (Shall We Dansu?) (1996),https://www.youtube.com/watch?v=RIN-eac86j0
Addicted to Love (1997),https://www.youtube.com/watch?v=cGqJY4hyRfo
Brassed Off (1996),https://www.youtube.com/watch?v=_b4zPoleN28
"Lost World: Jurassic Park, The (1997)",https://www.youtube.com/watch?v=RxrvaneULkE
Con Air (1997),https://www.youtube.com/watch?v=Olvpk5BXWCI
Speed 2: Cruise Control (1997),https://www.youtube.com/watch?v=Lnvvh9PLWGQ
Batman & Robin (1997),https://www.youtube.com/watch?v=4RBXypX4qWI
Hercules (1997),https://www.youtube.com/watch?v=ZvtspevZxpg
My Best Friend's Wedding (1997),https://www.youtube.com/watch?v=7gRQFgdtAXs
Face/Off (1997),https://www.youtube.com/watch?v=S-nDX0BeFoQ
Men in Black (a.k.a. MIB) (1997),https://www.youtube.com/watch?v=JukcEb3VkMc
Contact (1997),https://www.youtube.com/watch?v=Q399v-pMG30
G.I. Jane (1997),https://www.youtube.com/watch?v=5nSlJSfnkWc
Conan the Barbarian (1982),https://www.youtube.com/watch?v=Nok-jOYn6Dg
George of the Jungle (1997),https://www.youtube.com/watch?v=ITlM041DW1U
Cop Land (1997),https://www.youtube.com/watch?v=DWLFW9iAr-E
Event Horizon (1997),https://www.youtube.com/watch?v=2nlkEY-3CMI
Spawn (1997),https://www.youtube.com/watch?v=WukhbpAhvrc
Picture Perfect (1997),https://www.youtube.com/watch?v=A2YjI0Fre2o
In the Company of Men (1997),https://www.youtube.com/watch?v=3tK52P2bn7I
Conspiracy Theory (1997),https://www.youtube.com/watch?v=adYGUai7PNc
Mimic (1997),https://www.youtube.com/watch?v=9BAcWCi4c0A
Air Force One (1997),https://www.youtube.com/watch?v=FItgZOuaPVY
"Hunt for Red October, The (1990)",https://www.youtube.com/watch?v=NSiAsQMBSRA
My Own Private Idaho (1991),https://www.youtube.com/watch?v=2WoJ4GN5MaQ
In & Out (1997),https://www.youtube.com/watch?v=Ps8UFQ69h1c
"Edge, The (1997)",https://www.youtube.com/watch?v=U0ZVuHntc-8
"Peacemaker, The (1997)",https://www.youtube.com/watch?v=UURCLhzk5P8
L.A. Confidential (1997),https://www.youtube.com/watch?v=6sOXrY5yV4g
Seven Years in Tibet (1997),https://www.youtube.com/watch?v=m9a_7WFcPlI
Kiss the Girls (1997),https://www.youtube.com/watch?v=duTNQE0NnlI
"Game, The (1997)",https://www.youtube.com/watch?v=nsKdR05ZsGE
U Turn (1997),https://www.youtube.com/watch?v=uidcyKDkFWU
Ulee's Gold (1997),https://www.youtube.com/watch?v=3cea_SDUKIY
"Ice Storm, The (1997)",https://www.youtube.com/watch?v=bNRJsanqOCE
Chasing Amy (1997),https://www.youtube.com/watch?v=EiATQ04pH14
"Full Monty, The (1997)",https://www.youtube.com/watch?v=d6bjW9OwSQc
"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",https://www.youtube.com/watch?v=p_stk2gOysQ
I Know What You Did Last Summer (1997),https://www.youtube.com/watch?v=rEnCEM48QaY
"Devil's Advocate, The (1997)",https://www.youtube.com/watch?v=40hHA9n4C2o
"House of Yes, The (1997)",https://www.youtube.com/watch?v=0dJ62UjmHrk
"Fast, Cheap & Out of Control (1997)",https://www.youtube.com/watch?v=n9gFKHAFG94
Gattaca (1997),https://www.youtube.com/watch?v=NIIZ2P-fiyI
"Life Less Ordinary, A (1997)",https://www.youtube.com/watch?v=k6K5q72jy9c
Stripes (1981),https://www.youtube.com/watch?v=sKHwEoCIYqA
Bean (1997),https://www.youtube.com/watch?v=OxLQZVmKWEo
"Rainmaker, The (1997)",https://www.youtube.com/watch?v=Odb3LrbvS_0
Boogie Nights (1997),https://www.youtube.com/watch?v=-7-JVbUtyoI
Witness (1985),https://www.youtube.com/watch?v=T9AtV8FIzFI
Starship Troopers (1997),https://www.youtube.com/watch?v=zPYuV_jGk7M
"Joy Luck Club, The (1993)",https://www.youtube.com/watch?v=0nYDMp1LdT8
Sliding Doors (1998),https://www.youtube.com/watch?v=Da-Mizk86AE
Mortal Kombat: Annihilation (1997),https://www.youtube.com/watch?v=ObHbkrh8qZM
"Truman Show, The (1998)",https://www.youtube.com/watch?v=dlnmQbPGuls
"Wings of the Dove, The (1997)",https://www.youtube.com/watch?v=a03XaApFiz4
"Jackal, The (1997)",https://www.youtube.com/watch?v=nszMBbCZKo4
Anastasia (1997),https://www.youtube.com/watch?v=M0vnBeHeuzs
"Man Who Knew Too Little, The (1997)",https://www.youtube.com/watch?v=-YAhpfcdx0U
Alien: Resurrection (1997),https://www.youtube.com/watch?v=53If-aOy58A
Amistad (1997),https://www.youtube.com/watch?v=BJFDOvGMD0U
"Apostle, The (1997)",https://www.youtube.com/watch?v=fQe1Kehx110
Deconstructing Harry (1997),https://www.youtube.com/watch?v=K9wYgL-Mglw
Flubber (1997),https://www.youtube.com/watch?v=KEAewElEcCo
Good Will Hunting (1997),https://www.youtube.com/watch?v=ReIJ1lbL-Q8
Home Alone 3 (1997),https://www.youtube.com/watch?v=CK0j5OMApkw
Midnight in the Garden of Good and Evil (1997),https://www.youtube.com/watch?v=8CD9ksgofU0
Mouse Hunt (1997),https://www.youtube.com/watch?v=qcNMWo7e4Fc
Scream 2 (1997),https://www.youtube.com/watch?v=QXjofSo5Je0
"Sweet Hereafter, The (1997)",https://www.youtube.com/watch?v=VCZ9ewiuS1E
Titanic (1997),https://www.youtube.com/watch?v=CHekzSiZjrY
Tomorrow Never Dies (1997),https://www.youtube.com/watch?v=eqrk7-mx2D0
"Postman, The (1997)",https://www.youtube.com/watch?v=V43K5yFn5GM
"Horse Whisperer, The (1998)",https://www.youtube.com/watch?v=_nCowPQ2aa4
Jackie Brown (1997),https://www.youtube.com/watch?v=G7HkBDNZV7s
Kundun (1997),https://www.youtube.com/watch?v=TW2USm6wTSA
"Big Lebowski, The (1998)",https://www.youtube.com/watch?v=cd-go0oBF4Y
My Life in Pink (Ma vie en rose) (1997),https://www.youtube.com/watch?v=sue1FtD3-tg
Great Expectations (1998),https://www.youtube.com/watch?v=Sy0hc1_4yiI
Wag the Dog (1997),https://www.youtube.com/watch?v=steA_PZPkc8
Dark City (1998),https://www.youtube.com/watch?v=gt9HkO-cGGo
Hard Rain (1998),https://www.youtube.com/watch?v=Vsmt4B35hsM
Half Baked (1998),https://www.youtube.com/watch?v=HMhUnO2u6qI
Fallen (1998),https://www.youtube.com/watch?v=JC-ykURLzSg
Spice World (1997),https://www.youtube.com/watch?v=BmSBtOHzGPM
"Replacement Killers, The (1998)",https://www.youtube.com/watch?v=Y1s3Gq1NYK4
Blues Brothers 2000 (1998),https://www.youtube.com/watch?v=2eEpcETVV3s
"Wedding Singer, The (1998)",https://www.youtube.com/watch?v=Yy-TwYB1UQw
Sphere (1998),https://www.youtube.com/watch?v=GJvKLetIV20
As Good as It Gets (1997),https://www.youtube.com/watch?v=t2d89afgtqg
U.S. Marshals (1998),https://www.youtube.com/watch?v=_shXM-868Q8
Everest (1998),https://www.youtube.com/watch?v=miNlWx76YmY
Suicide Kings (1997),https://www.youtube.com/watch?v=QnxUzwvHE8w
"Man in the Iron Mask, The (1998)",https://www.youtube.com/watch?v=gnNt7l2nA_o
Wild Things (1998),https://www.youtube.com/watch?v=M6DsFyC9l-U
Primary Colors (1998),https://www.youtube.com/watch?v=llEsfNtE4iQ
"Object of My Affection, The (1998)",https://www.youtube.com/watch?v=5aW3yiEYdQk
Lost in Space (1998),https://www.youtube.com/watch?v=tsmacmhdrUs
Mercury Rising (1998),https://www.youtube.com/watch?v=Lodj3ZT4tOU
"Spanish Prisoner, The (1997)",https://www.youtube.com/watch?v=DPF-5KNmqq4
City of Angels (1998),https://www.youtube.com/watch?v=wCrcDidiGJs
"Last Days of Disco, The (1998)",https://www.youtube.com/watch?v=Klq5xq7pQuE
He Got Game (1998),https://www.youtube.com/watch?v=h4uJ6938buE
Zero Effect (1998),https://www.youtube.com/watch?v=TF9YaxBAGyc
"Borrowers, The (1997)",https://www.youtube.com/watch?v=lgZQ8gyUlwI
Species II (1998),https://www.youtube.com/watch?v=26Y8rv9f0d8
"Big Hit, The (1998)",https://www.youtube.com/watch?v=L29SqAybpQs
"Misérables, Les (1998)",https://www.youtube.com/watch?v=naIepsokKaI
Deep Impact (1998),https://www.youtube.com/watch?v=W80IY4i6u4A
Godzilla (1998),https://www.youtube.com/watch?v=TAfd8SaG4T8
Bulworth (1998),https://www.youtube.com/watch?v=PWca7MI-RBs
Fear and Loathing in Las Vegas (1998),https://www.youtube.com/watch?v=CiTllYeJc48
"Opposite of Sex, The (1998)",https://www.youtube.com/watch?v=pZsiiL4tJm8
Hope Floats (1998),https://www.youtube.com/watch?v=nNVbi6tGhrg
Insomnia (1997),https://www.youtube.com/watch?v=cbItn9Laz3c
"Perfect Murder, A (1998)",https://www.youtube.com/watch?v=K8X6yTa92VY
Six Days Seven Nights (1998),https://www.youtube.com/watch?v=P_cWHAPogMo
Can't Hardly Wait (1998),https://www.youtube.com/watch?v=qukvN6ieeMY
Mulan (1998),https://www.youtube.com/watch?v=HKH7_n425Ss
"X-Files: Fight the Future, The (1998)",https://www.youtube.com/watch?v=2Dauoy3H764
Dr. Dolittle (1998),https://www.youtube.com/watch?v=LWbtxG-jXMY
Out of Sight (1998),https://www.youtube.com/watch?v=ZmfG7YF_5MA
Picnic at Hanging Rock (1975),https://www.youtube.com/watch?v=4RAbCyrQXbY
Smoke Signals (1998),https://www.youtube.com/watch?v=vQhviwp8j38
Buffalo '66 (a.k.a. Buffalo 66) (1998),https://www.youtube.com/watch?v=yYenppY7KaQ
Armageddon (1998),https://www.youtube.com/watch?v=8-8eEniEfgU
Lethal Weapon 4 (1998),https://www.youtube.com/watch?v=7cpig7OhI98
Small Soldiers (1998),https://www.youtube.com/watch?v=YwIt5wagRsg
Pi (1998),https://www.youtube.com/watch?v=r0SC582sJvE
There's Something About Mary (1998),https://www.youtube.com/watch?v=503D8hOfE_8
Plan 9 from Outer Space (1959),https://www.youtube.com/watch?v=u2ukRYsYPmo
All Quiet on the Western Front (1930),https://www.youtube.com/watch?v=grapXipP3fM
Mutiny on the Bounty (1935),https://www.youtube.com/watch?v=aFalJyGNGmE
"Best Years of Our Lives, The (1946)",https://www.youtube.com/watch?v=1yc5PugV4mk
From Here to Eternity (1953),https://www.youtube.com/watch?v=Z7PmarMfuog
On the Waterfront (1954),https://www.youtube.com/watch?v=boekTHsOIY8
West Side Story (1961),https://www.youtube.com/watch?v=HpKbrpPiExA
"Man for All Seasons, A (1966)",https://www.youtube.com/watch?v=dxfpXoXBYRA
In the Heat of the Night (1967),https://www.youtube.com/watch?v=d15DhX_ltls
Oliver! (1968),https://www.youtube.com/watch?v=U1-Q3nyMelc
Midnight Cowboy (1969),https://www.youtube.com/watch?v=o29GST0Lj28
"French Connection, The (1971)",https://www.youtube.com/watch?v=ncWxtpXn3gA
Rocky (1976),https://www.youtube.com/watch?v=-Hk-LYcavrw
Kramer vs. Kramer (1979),https://www.youtube.com/watch?v=KZfIl9isKLU
Ordinary People (1980),https://www.youtube.com/watch?v=HQKEdiQ79OM
Chariots of Fire (1981),https://www.youtube.com/watch?v=odtqtlhsv4E
Terms of Endearment (1983),https://www.youtube.com/watch?v=sSY3YUrdSJI
Out of Africa (1985),https://www.youtube.com/watch?v=2EW2kNCmZZ0
"Last Emperor, The (1987)",https://www.youtube.com/watch?v=A4cH6g1wD5g
Rain Man (1988),https://www.youtube.com/watch?v=mlNwXuHUA8I
Driving Miss Daisy (1989),https://www.youtube.com/watch?v=TQ3wXC5jqKE
Take the Money and Run (1969),https://www.youtube.com/watch?v=q2hJQ-eBrfo
Klute (1971),https://www.youtube.com/watch?v=3S4rxnjwFDg
Repo Man (1984),https://www.youtube.com/watch?v=3nPEM5d-MtQ
Metropolitan (1990),https://www.youtube.com/watch?v=DTuxqsIxwFA
Labyrinth (1986),https://www.youtube.com/watch?v=O2yd4em1I6M
"Breakfast Club, The (1985)",https://www.youtube.com/watch?v=BSXBvor47Zs
"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",https://www.youtube.com/watch?v=9iqNVyjwLFA
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",https://www.youtube.com/watch?v=oy-hgBu1h0w
"Nightmare on Elm Street 4: The Dream Master, A (1988)",https://www.youtube.com/watch?v=jc-9vF9F_eg
Friday the 13th (1980),https://www.youtube.com/watch?v=aDrOvFtzyPQ
Friday the 13th Part 2 (1981),https://www.youtube.com/watch?v=3mNnJuOoI80
Halloween (1978),https://www.youtube.com/watch?v=oVgtguYmNBg
Halloween II (1981),https://www.youtube.com/watch?v=vzOdUKVD8Ac
Child's Play (1988),https://www.youtube.com/watch?v=qDbMsaJjp3c
Poltergeist (1982),https://www.youtube.com/watch?v=9eZgEKjYJqA
Poltergeist II: The Other Side (1986),https://www.youtube.com/watch?v=mjhr8EdGyD0
"Exorcist, The (1973)",https://www.youtube.com/watch?v=BU2eYAO31Cc
Lethal Weapon (1987),https://www.youtube.com/watch?v=bKeW-MGu-qQ
Lethal Weapon 2 (1989),https://www.youtube.com/watch?v=ZbFE2P3tASI
Lethal Weapon 3 (1992),https://www.youtube.com/watch?v=PlJknryKpZs
Gremlins (1984),https://www.youtube.com/watch?v=XBEVwaJEgaA
Gremlins 2: The New Batch (1990),https://www.youtube.com/watch?v=AdCp0qLqnCY
"Goonies, The (1985)",https://www.youtube.com/watch?v=hJ2j4oWdQtU
"Mask of Zorro, The (1998)",https://www.youtube.com/watch?v=abwtRFZx8Rs
Soylent Green (1973),https://www.youtube.com/watch?v=N_jGOKYHxaQ
Metropolis (1927),https://www.youtube.com/watch?v=gdtZv3XROnc
Back to the Future Part II (1989),https://www.youtube.com/watch?v=MdENmefJRpw
Back to the Future Part III (1990),https://www.youtube.com/watch?v=3C8c3EoEfw4
"Poseidon Adventure, The (1972)",https://www.youtube.com/watch?v=bidQ-RTxAIY
Freaky Friday (1977),https://www.youtube.com/watch?v=CQR5QnUR600
"Absent-Minded Professor, The (1961)",https://www.youtube.com/watch?v=JL1HSJLvqVs
Bambi (1942),https://www.youtube.com/watch?v=yDGv4GIR7A4
Seven Samurai (Shichinin no samurai) (1954),https://www.youtube.com/watch?v=wJ1TOratCTo
Dangerous Liaisons (1988),https://www.youtube.com/watch?v=dO3U2dBwuWA
Dune (1984),https://www.youtube.com/watch?v=sJ9VAJ1f0zU
"Last Temptation of Christ, The (1988)",https://www.youtube.com/watch?v=IiJoTT6NDqU
"Godfather: Part III, The (1990)",https://www.youtube.com/watch?v=UUkG37KSWf0
Lolita (1997),https://www.youtube.com/watch?v=vaO_L0n0zhc
Saving Private Ryan (1998),https://www.youtube.com/watch?v=9CiW_DgxCnQ
"Black Hole, The (1979)",https://www.youtube.com/watch?v=qzUJJKDa558
D2: The Mighty Ducks (1994),https://www.youtube.com/watch?v=PK0SizOkbF4
Flight of the Navigator (1986),https://www.youtube.com/watch?v=gVebPEYiq2o
"Great Mouse Detective, The (1986)",https://www.youtube.com/watch?v=N-aEr0kOQNU
Hocus Pocus (1993),https://www.youtube.com/watch?v=F4e6YQFrt1s
"Honey, I Blew Up the Kid (1992)",https://www.youtube.com/watch?v=DQFcVV9Y8v4
"Honey, I Shrunk the Kids (1989)",https://www.youtube.com/watch?v=_av5kqcMVm4
"Negotiator, The (1998)",https://www.youtube.com/watch?v=LJ1pS1W0XXg
"Parent Trap, The (1998)",https://www.youtube.com/watch?v=PMAhVpgzmRU
BASEketball (1998),https://www.youtube.com/watch?v=s3ieUp88iL8
Roger & Me (1989),https://www.youtube.com/watch?v=gOwXkstRaBw
"Purple Rose of Cairo, The (1985)",https://www.youtube.com/watch?v=bFmAxUfx6Oc
Doctor Zhivago (1965),https://www.youtube.com/watch?v=CGGr21PilKY
Fanny and Alexander (Fanny och Alexander) (1982),https://www.youtube.com/watch?v=tDlA_QZmqkM
Tender Mercies (1983),https://www.youtube.com/watch?v=0P_Rs0RkYD4
"'burbs, The (1989)",https://www.youtube.com/watch?v=pyRUijyrXr4
Blue Velvet (1986),https://www.youtube.com/watch?v=rAA6imfqMYQ
"Jungle Book, The (1967)",https://www.youtube.com/watch?v=xFdtyGoVSDE
Lady and the Tramp (1955),https://www.youtube.com/watch?v=oVG-vQNbiJQ
"Little Mermaid, The (1989)",https://www.youtube.com/watch?v=nPE0f-MB_bQ
"Mighty Ducks, The (1992)",https://www.youtube.com/watch?v=Um_JU7HpSYQ
"Muppet Christmas Carol, The (1992)",https://www.youtube.com/watch?v=pNo-Q0IDJi0
101 Dalmatians (One Hundred and One Dalmatians) (1961),https://www.youtube.com/watch?v=rKCEyXoPNEU
Peter Pan (1953),https://www.youtube.com/watch?v=L-o0ufCPANo
Popeye (1980),https://www.youtube.com/watch?v=FXTyss9UAwM
"Rescuers Down Under, The (1990)",https://www.youtube.com/watch?v=DZ1Yv9oIiK4
"Rescuers, The (1977)",https://www.youtube.com/watch?v=n1uvsKUdHdM
"Return of Jafar, The (1994)",https://www.youtube.com/watch?v=r377g3V6nhA
Return to Oz (1985),https://www.youtube.com/watch?v=14EEGw_sdDQ
"Rocketeer, The (1991)",https://www.youtube.com/watch?v=I68627xyDPA
Sleeping Beauty (1959),https://www.youtube.com/watch?v=CfsyUyi_FJM
Splash (1984),https://www.youtube.com/watch?v=r2OTC3lhbWw
Tron (1982),https://www.youtube.com/watch?v=hMT8tRrEMC4
Swing Kids (1993),https://www.youtube.com/watch?v=1OMKf98w-0I
Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),https://www.youtube.com/watch?v=LKJCTI-967E
L.A. Story (1991),https://www.youtube.com/watch?v=0eCSmfP4g2c
"Jerk, The (1979)",https://www.youtube.com/watch?v=lduFFNqBFPs
Dead Men Don't Wear Plaid (1982),https://www.youtube.com/watch?v=x2efDnLZjsk
"Man with Two Brains, The (1983)",https://www.youtube.com/watch?v=wOBl9W7_AbI
Grand Canyon (1991),https://www.youtube.com/watch?v=3eP0DraAiFY
"Outsiders, The (1983)",https://www.youtube.com/watch?v=IVRTWPPvtyU
Indiana Jones and the Temple of Doom (1984),https://www.youtube.com/watch?v=NGsWgHNxK9c
"Lord of the Rings, The (1978)",https://www.youtube.com/watch?v=PhORIIGbw9o
1984 (Nineteen Eighty-Four) (1984),https://www.youtube.com/watch?v=T8BA7adK6XA
"Dead Zone, The (1983)",https://www.youtube.com/watch?v=qxJp_VQ5VUk
Needful Things (1993),https://www.youtube.com/watch?v=hKCJxsO1jt8
Cujo (1983),https://www.youtube.com/watch?v=v0k21yeVMbM
Children of the Corn (1984),https://www.youtube.com/watch?v=dClKllEv5MU
All Dogs Go to Heaven (1989),https://www.youtube.com/watch?v=aPVyonxi8II
"Addams Family, The (1991)",https://www.youtube.com/watch?v=A6X4VAHdDVg
Ever After: A Cinderella Story (1998),https://www.youtube.com/watch?v=szP9U0uLl5U
Snake Eyes (1998),https://www.youtube.com/watch?v=WreuZ8Crn8Y
Atlantic City (1980),https://www.youtube.com/watch?v=PSeajV6cv1o
Who's Afraid of Virginia Woolf? (1966),https://www.youtube.com/watch?v=4vIUGN8CGjE
Adventures in Babysitting (1987),https://www.youtube.com/watch?v=Sj_WCLmAx7o
Weird Science (1985),https://www.youtube.com/watch?v=9qd04u2Yj44
Doctor Dolittle (1967),https://www.youtube.com/watch?v=49CmzIRX1k0
"Nutty Professor, The (1963)",https://www.youtube.com/watch?v=bewXLpN8wxc
Charlotte's Web (1973),https://www.youtube.com/watch?v=QH2vwaiEHRY
Watership Down (1978),https://www.youtube.com/watch?v=9S26LA8Bk14
"Secret of NIMH, The (1982)",https://www.youtube.com/watch?v=cISmv0IGoQQ
"Dark Crystal, The (1982)",https://www.youtube.com/watch?v=eaH6cOR8NKc
"American Tail, An (1986)",https://www.youtube.com/watch?v=tTQ0qTubGz8
"American Tail: Fievel Goes West, An (1991)",https://www.youtube.com/watch?v=1XC0REIj_F0
Legend (1985),https://www.youtube.com/watch?v=SjMnXHzw534
Sixteen Candles (1984),https://www.youtube.com/watch?v=HGLtBJupFFM
Pretty in Pink (1986),https://www.youtube.com/watch?v=mRLQUGq8eE8
St. Elmo's Fire (1985),https://www.youtube.com/watch?v=j9Z0Aq8VrN0
"Gods Must Be Crazy, The (1980)",https://www.youtube.com/watch?v=Ah7qQ_K-OnU
"Gods Must Be Crazy II, The (1989)",https://www.youtube.com/watch?v=WGpvpuNNWPk
"Avengers, The (1998)",https://www.youtube.com/watch?v=-NfKTtTozWg
"Slums of Beverly Hills, The (1998)",https://www.youtube.com/watch?v=qY16xS2cWZE
Henry: Portrait of a Serial Killer (1986),https://www.youtube.com/watch?v=PBDbeoxHpow
Rosemary's Baby (1968),https://www.youtube.com/watch?v=BjpA6IH_Skc
"NeverEnding Story, The (1984)",https://www.youtube.com/watch?v=YKGYgFPAP14
"NeverEnding Story II: The Next Chapter, The (1990)",https://www.youtube.com/watch?v=3IKycf2Gt0c
Attack of the Killer Tomatoes! (1978),https://www.youtube.com/watch?v=txfdGlxEsG8
Blade (1998),https://www.youtube.com/watch?v=kaU2A7KyOu4
Beetlejuice (1988),https://www.youtube.com/watch?v=ickbVzajrk0
Rope (1948),https://www.youtube.com/watch?v=8xkQoH8QbVs
"Man Who Knew Too Much, The (1956)",https://www.youtube.com/watch?v=YP8brOVQnKA
Strangers on a Train (1951),https://www.youtube.com/watch?v=J1iSS5r0OVE
